,Wi,Xi,Yi,Ti,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11
277,(6+0j),(166.5634846806221+0j),(15.99294830765655+0j),(4+0j),(12.929152898951909+4.927086051628525j),(-1.5275658622131116+0.051796037515582566j),(-21.64127904135257-3.1623278768029017j),(-14.479933300725305-12.397520709435227j),(-9.286809147379952-10.554846902705751j),(-10.58603899933356+5.993637557649429j),(10.25131747665543+0.6708113954497263j),(12.006135487631333-1.8286500774562378j),(-9.193356432668873+2.7658668850278745j),(5.299716087590836+5.0727442066298885j),(9.16216197830804-11.58509977809383j),(-12.387538850814032+3.757713264291354j)
278,(3+0j),(33.464535925474934+0j),(-191.17315613190323+0j),(6+0j),(-25.239204795508243+2.3906525297715184j),(0.6803486220645282-0.5292532691833656j),(2.8487107386787276+14.382253486273168j),(-20.181992523969626+1.3670866882608943j),(-11.297947715517594+1.5786789694622951j),(-12.556812618411499-11.811317098369953j),(-6.356434108160958-7.616281698933481j),(4.3560838486760725-4.193835334882733j),(13.171369091915302+12.218471669204414j),(-0.40949468823479274+6.1438056915234665j),(7.534673474266792+12.174083678843608j),(13.182543550418103-7.000801943609783j)
279,(7+0j),(65.91123755732197+0j),(-110.57726820587112+0j),(10+0j),(22.64144355290631-3.2030601539556267j),(-10.361660697462414+23.00414944320785j),(-5.109105415524184+0.6917992587076753j),(7.384250872110379+13.429758138164962j),(-11.894752716437127-13.36801145061964j),(-12.061753074341963-3.161587222600883j),(-10.878741167866455-2.6589955704779076j),(-11.82475543444257+25.31952126357746j),(-4.7653174903625075+5.355091258110556j),(18.6886486509172-7.511857976130814j),(7.967555461602261+6.083548356548994j),(-32.72603649694449-4.907624486499857j)
280,(6+0j),(208.28606646205677+0j),(-113.74787523624035+0j),(5+0j),(-3.7804822555520885-0.07016445495337803j),(11.384372830138886+5.931964569736074j),(10.278320953627398-0.5729680668140346j),(-0.7663541237791803+4.194117647721098j),(13.569826779879786+1.1970079058396128j),(-1.0392869480312374+0.05210000821236013j),(-5.326802945203254+4.978586988605907j),(29.607638357595004-2.523348132868473j),(10.612573500040314+21.020322379908407j),(-6.651133994807741-5.097758411088808j),(0.0382463484685333-11.397410357293257j),(-2.9898807381762147+8.516966770573598j)
281,(7+0j),(32.677791081717736+0j),(118.13464448299626+0j),(1+0j),(9.12625986343772+8.093053874435824j),(-0.904678470813065-2.987786025036887j),(11.27462254841843-12.589211058205954j),(9.985869378797233+5.690981408028705j),(3.41488384909809+7.139137253598639j),(-0.535419481631979-10.243221191354808j),(13.874775583581636-6.841683767738383j),(7.980713159911418+3.306317972433173j),(-8.48400665928868-4.038761802397891j),(-2.903660991409309-1.560401406520707j),(-10.288770769671489-4.127678069979252j),(14.836349537573563+11.20178962156302j)
282,(5+0j),(-49.10792084895807+0j),(-110.36964298758531+0j),(7+0j),(-4.7330597856039756+10.467901379370321j),(-5.463250357977611-6.123041025468899j),(3.832010177607465-4.416172725685099j),(4.423833495973274-6.425372970404172j),(2.388508407013018+12.422584459024524j),(6.4450806925163375-0.15670887485807997j),(-5.648143184014215+4.704649696478959j),(-5.613981474155442+1.59864033010965j),(9.004386136020635-5.270412484801379j),(11.832946264290669+3.756116494925638j),(11.940822782944975-15.852052420880067j),(-14.543343490992363+2.3247170628887397j)
283,(3+0j),(-80.16016580485582+0j),(-182.63169469727444+0j),(9+0j),(-6.410793670762268+8.156658516193136j),(4.4860925899739295-6.937294583197403j),(-4.475381453862415-0.4942777903921547j),(-1.4228471074045048-18.204755438771954j),(-1.1098676577831514-12.76168160276207j),(10.1964167944917-8.329801674677187j),(20.703975312442115+27.44341919359048j),(-4.012534251177428+8.161445296944411j),(-5.095133748410106-4.109989697328861j),(-1.0970733865401356-2.749616551425271j),(10.738994270980236-25.484930740339827j),(7.775553789385043-21.466611219594924j)
284,(3+0j),(141.21262004481662+0j),(164.18491523636334+0j),(6+0j),(-9.128501148735792+0.4049348856763274j),(-9.986086964138002+8.73633806957981j),(-7.1942793835082135+0.22609763953186882j),(0.8405580809499731+13.223350708013093j),(8.810072782708144+8.62967091766074j),(4.2313368713669535+3.4148862359871597j),(1.244419223580895-7.0286835287825795j),(2.2727663211122646-17.74197594688362j),(-12.147046156957044-15.949243958387864j),(4.89779147377945-2.9279518715048884j),(-0.31624480065960275+13.923005533480007j),(-1.2013615184328168+1.3647485435358773j)
285,(4+0j),(-85.36141697786886+0j),(-92.3013540974601+0j),(8+0j),(12.577329893684098+4.2355065851093245j),(-4.0728906587143445-1.589279596382846j),(5.775087942538294-6.440915749107662j),(-4.7776590456231585+5.566061482450091j),(1.6100984749477076-1.766831202227586j),(6.430570402983097+0.9924007188560999j),(23.303807184473836+11.184496824703649j),(1.5254156491705173-5.527322907877431j),(-6.90198316891752-3.7784515577587987j),(-13.29972290674543-7.046370434212131j),(1.02920554823011-20.804735853247212j),(5.767422525452175+1.619258631743561j)
286,(4+0j),(51.16702758004196+0j),(-179.2598050461154+0j),(7+0j),(-7.970097295713238-2.7356567758437484j),(-5.029539242204565-4.159008063624412j),(15.540172422326846+5.869394405998975j),(17.96961610230386-2.171444945506308j),(2.966226131751535-12.803193647936295j),(-0.4598118841721213+12.8433276866336j),(-0.34861806835378695+3.4251679223214673j),(0.4517461161177999-5.264251610460039j),(7.209867084796089-11.121354849441513j),(-5.151892895584613-8.883698791251552j),(-6.047866134775676-3.766147773991059j),(10.017540439786952-7.787155145110284j)
287,(3+0j),(161.35467566466872+0j),(-206.53177525447117+0j),(5+0j),(3.1105219110242537+13.616736358017285j),(19.073550690126932+0.01753192251122531j),(-7.087661945408711+13.991891648842966j),(-1.2701529425229638-20.091436440502637j),(10.471801290386633-6.169972468922268j),(-5.989689218976395-6.7042093057745795j),(-5.20711668792087-13.499267425338875j),(-1.5629258515561248+16.354339397268372j),(-17.862100019711654+6.645993456638868j),(1.0163058142132244-0.8257530116632954j),(-1.5109408998789156-10.243172379863932j),(-12.715117385494676-20.953329109350456j)
288,(4+0j),(-18.296161615484667+0j),(-108.75866944863719+0j),(11+0j),(-20.315392395696755-10.354525830112934j),(4.836726446255149-8.80211186463574j),(-7.405410776544502+1.6593359246857033j),(5.959329720129137+1.625006322473494j),(-1.2565590214485713-6.569939201000851j),(-13.518196678504786-2.325071504666586j),(9.183550489860863-24.96876532049302j),(-15.178231551813683-5.883348744832485j),(21.34588559618688+2.9851919039395813j),(1.8382271697861452-21.723879907413036j),(4.422854782332515+27.24885532424419j),(-18.73216118650233+14.239047913865283j)
289,(6+0j),(19.517786558767426+0j),(230.66570414653796+0j),(9+0j),(11.841557633971851+7.040141319019684j),(-12.372470254803076-7.32801933924856j),(-4.877526298323719-6.5341752130692745j),(2.9111832017148305-11.149061912663926j),(-9.921868681910217-3.562462770873612j),(-0.28677407407173444+25.385527780587985j),(2.0738220348791483-13.547026755454697j),(-12.38306578978028+11.7786249753831j),(-16.910310591781222+3.5998705964515225j),(16.64668574056406-7.618396686193981j),(-3.1594166173664826+3.249690459128531j),(-3.8974298936692673+10.291177762438755j)
290,(7+0j),(89.90833473904274+0j),(-65.73280449437945+0j),(10+0j),(-5.940697508142396-1.1469366705822095j),(-13.29959360038821+0.6961539368358152j),(-6.038092505005083+6.787969433520452j),(22.278969713971378-4.445610928138054j),(31.38054440580057+5.132190608260634j),(-25.621477861276848-7.2982886274261745j),(-10.806714310807715+7.324192608076911j),(4.983985363683007-9.027885003965018j),(6.087976700859583-10.821787860927195j),(12.50599916201958-8.61510394888992j),(-11.40576960947412+22.167690278062114j),(2.814955924814284+3.2447618873081048j)
291,(3+0j),(-115.26895812847609+0j),(54.92696518577824+0j),(2+0j),(5.996195170402112+3.1801710823882057j),(-2.6267089826749683-5.715742304699695j),(-4.185641547977843-12.577084645570736j),(17.88204995428034-0.7609943051791805j),(12.783353506378564+3.685307007704785j),(-16.422187293161596-4.628450890369056j),(-12.387823243672445+6.889130138907376j),(-3.373033552328406+2.7201079944992697j),(0.07854178079355251-8.742446486216629j),(-24.95470186756129+16.668158476595057j),(3.3617634101916503-5.046200772060496j),(9.993497776747729-2.120415801730543j)
292,(7+0j),(14.23375868782015+0j),(20.960586835243248+0j),(5+0j),(0.2815192957663816-1.9947127962947928j),(1.5965695765437926+11.588194368245556j),(8.338150038491431+5.448362526536068j),(8.8716319672261-3.52876596332452j),(5.6980525373711775+6.873168347624952j),(-4.115470309806652+12.653041097494427j),(-16.27556948683035+5.0806619425104j),(-8.570113469659669-8.781474786338256j),(-1.0979690386506622-12.469695694231897j),(0.06214406611002475-0.11657256078916599j),(4.508387609587944+6.317086069326342j),(-3.251532608854568-3.405801965909113j)
293,(7+0j),(-29.46527175879343+0j),(-40.91242639584857+0j),(5+0j),(0.5167152996934152-3.923467294970621j),(5.701382811401214+3.2237263445033566j),(24.400243874015075+13.80624477925072j),(16.78646735247425-4.431320373580609j),(-6.7395594189198285-2.6854682148377944j),(-20.73972908778658+20.24743706300677j),(5.021288705202269-4.311810152157184j),(-21.12859585854793-3.0719901583450953j),(17.326800352781355+11.367777755396762j),(-7.499382272847538-4.728315103870245j),(7.7313873309271655-2.0754507850325115j),(-2.9376940348475684+16.37660364528105j)
294,(5+0j),(85.03754155699107+0j),(-40.825345885654066+0j),(8+0j),(-2.785285748414392+0.33308031834357943j),(-8.248345806096447+4.689145898056369j),(-2.8076020887420094-12.392438540074679j),(-4.486675531542967-16.8932790844912j),(2.844101651109667+13.26219872792889j),(-11.966745902950342-10.523041070413147j),(-0.5343513116098804-19.080891253315734j),(11.885716929060756-9.272079086102972j),(3.5274928605307716-7.618213902135138j),(-1.8559270066885303-8.195521292285951j),(-4.611606674046696+14.516688942734525j),(-10.089672424260538-1.9240055574377533j)
295,(4+0j),(-62.625212081497125+0j),(18.208569919844113+0j),(6+0j),(-6.441330263796463-6.166940425599005j),(13.173164767618996+5.026085554860423j),(12.073531553314549+6.040462033169229j),(6.999527790278041-5.258510959730202j),(0.03144050270628697+2.955888416706622j),(-7.822967761429183-0.0780437374501009j),(12.542919612581063-6.330941608389686j),(0.15865988422673916-13.284083906979895j),(-8.858002756663822-27.25512982301657j),(0.6362532870301946-9.996994351976587j),(-4.586580318895872-2.8574470676337285j),(-5.161693417633895-20.316532460976294j)
296,(5+0j),(125.62564724415373+0j),(26.788859508757955+0j),(11+0j),(-7.027868973942537-7.410984924312512j),(-11.453121062700259-13.602895140004708j),(-1.9825852678607945-7.5363635041188735j),(4.809807179228402-0.5094920427981313j),(-7.627546089378878-3.5829383952908183j),(11.785306101386709-13.384853110215804j),(2.6432264349197205-2.0460411469002366j),(-16.599308429315283-19.430836149752672j),(5.824552718395653-11.186303381462434j),(5.084741057742543-10.246421695278922j),(-0.9111225950443049+0.5795211084665618j),(10.913965911252433-6.1534193431138355j)
297,(4+0j),(54.7923816141955+0j),(-16.676673830278617+0j),(9+0j),(-2.8143359095666853+6.023637730883438j),(5.2008191240089-4.994338088600444j),(19.94143816334065+14.8555652613314j),(-6.348513299059885-3.281846464207538j),(-1.0802163951502397+1.4003276410691934j),(-7.486385430594483+22.866203628112313j),(2.557613474731694-11.760562238647822j),(1.0147550258436957+12.982497043105024j),(5.756594838081853+6.559157457591843j),(-8.027799944017382+13.974675835077317j),(-15.140998999854247+18.495797219477677j),(1.441253977108299+20.308501890707j)
298,(3+0j),(121.46507671770328+0j),(-164.1556782143519+0j),(1+0j),(8.337471808903988-0.2847072947739623j),(1.4545154569691934+10.306204878027883j),(3.2573292894620156-7.082746724795848j),(11.503219669228002-9.166511342156944j),(3.8381868464083486-7.746895386241496j),(-4.06065502718083+3.9103595748814524j),(8.064822266356451-1.8598899069453831j),(0.8439457716035169-14.324464686227197j),(-5.772970578857041-12.271366887198727j),(-6.323051785325618-3.5579323691510845j),(0.40937315551126835-8.646579739814694j),(6.04795092543328-0.8757500397614477j)
299,(3+0j),(83.6880106249968+0j),(-27.240341584697237+0j),(7+0j),(-12.34651317208577+3.4110552839484223j),(8.558632374262395-9.202017571209266j),(1.4367424482206392+8.513820637556275j),(-3.0394395587830703-7.488184969365863j),(-7.432332249048584-8.073829533345853j),(-9.980788411302076-8.114080185344354j),(2.7078860102446844+2.8573969396070513j),(1.4994986657198608-1.0235604455377476j),(-11.451088918968065-0.07507446054516918j),(-8.081228120428307-13.694020131411817j),(-17.715539273352334+17.287950895051715j),(-15.148278669280344+10.668445881264239j)
300,(5+0j),(23.449488816023443+0j),(174.49663178476916+0j),(3+0j),(10.006757588142268+10.763180627429456j),(12.967556627281823+7.428024506046681j),(-3.8235899670240094-9.124837449210716j),(1.9033378850546143+5.039312291075815j),(-6.8869047320710495-4.2065283061910845j),(6.183963560649519-14.876336140124574j),(3.114161180847623-16.54445495055834j),(-15.283986498535864-1.2654112468906318j),(-1.4374788095763793+4.672699434595286j),(3.858947614388276+8.902784327448025j),(-5.145393609549708+15.95928567978966j),(-16.952058143784974-15.761358366597843j)
301,(7+0j),(34.45787932300951+0j),(17.201417451269243+0j),(7+0j),(12.407860463549342-2.6833331216064717j),(-6.925140130914242+4.038932534844138j),(8.109536664091554+8.461584407144427j),(-6.0945401334662055+0.6733939676338518j),(-6.961299482113283+7.186998081739377j),(17.07484868969886+10.165647942191939j),(10.254053783531097+12.345021937670449j),(4.720740736090827-4.355355667214743j),(-8.070939569228706+5.189609583377787j),(9.715357268806901+15.277786568111393j),(-6.282018196563613+16.573784354556896j),(13.579830128156757-1.5732644366585382j)
302,(6+0j),(-52.538361443341856+0j),(72.30693206487574+0j),(11+0j),(1.3044260821736489-0.2918836400114837j),(3.1304704115284854-2.1349690575000317j),(8.114896629389957+1.3445928128483342j),(4.928349555306842+7.987729373126552j),(11.352330017523325-4.847835120883306j),(14.098916340459828-12.570975069400529j),(13.681876581638466-12.25849140793706j),(-16.721390369570234-8.609437596488133j),(-5.234351193934165-9.675761615278345j),(-16.88799552980332-6.308316145552305j),(-6.843195939939419-7.153939546498769j),(-10.254495540904667-12.402472658322372j)
303,(3+0j),(-0.19669817169034068+0j),(-212.9158785191652+0j),(10+0j),(-3.5654768864089115+2.418194189615938j),(10.713291881697078-13.457347629488314j),(8.251718667600421+12.84488804138843j),(13.458015373871302+7.802133784426122j),(-10.123508818781987-7.675225147059699j),(-2.3834705794792033-2.6690722731065892j),(8.43145701541125-3.6597791894325455j),(11.665837897402598-15.811795750327438j),(7.755518939978405-14.550625499702988j),(-25.234799313551868+11.944335732991277j),(-14.986209455585316-3.4468786018399755j),(-6.962501903355771+15.823935551750349j)
304,(4+0j),(27.12419411559525+0j),(17.52665356219956+0j),(1+0j),(0.22323011842246393-17.820572750968097j),(12.168355177178924-2.7821802185156597j),(-15.100955023267048+19.541673150847462j),(6.914808134919751+12.912618138389501j),(0.5172488975925028-7.404914987742169j),(1.9558115130887868+0.23609599051611424j),(-16.036501624609215-9.819963214836724j),(-6.902973990468072+9.036737303732112j),(6.9164800838808045-8.084668723107729j),(7.665716596557117+4.915553203207758j),(-9.10862301486586+5.720920419763166j),(-10.262422966779452-8.247926950258762j)
305,(3+0j),(102.7630330231988+0j),(111.16416437206314+0j),(7+0j),(-12.77951169184227+20.22383237624323j),(-0.4524024208391822-16.54636339770611j),(4.115455363584365-4.7513282155918475j),(-0.29065237922173826-1.0657587867460827j),(-0.7548947076524002+1.4914842689176138j),(-11.722208836691706+17.941843532594028j),(3.1816775414796705-4.384120341300447j),(-17.01439205785515-10.48566118457227j),(-19.68725642035913+7.540111448687413j),(13.593380275490919+15.467659851200942j),(0.9077775298247227+4.408276716360274j),(-18.93374506796583+10.197592749326938j)
306,(6+0j),(-37.42375116619644+0j),(-111.12265564777005+0j),(11+0j),(2.7286906936118682+10.108470727605937j),(-6.079615426133489-11.518735270453085j),(-11.713497838264349-10.473862301514384j),(-4.97027118135522+2.3693925673655425j),(-1.9392867259254334-0.4775290697443823j),(22.197419481413693-17.780644624892464j),(-5.968988695339428-20.191495865630312j),(9.495483220986962+2.6570901571082968j),(-5.036263442332975-3.7534831747656847j),(25.983878857472142-1.675083728052982j),(-2.6152439004592893-15.980728051284085j),(-6.2875650476054155+0.6141748701368557j)
307,(4+0j),(-47.081947682228936+0j),(33.65123658969943+0j),(7+0j),(-3.666132838335974-10.487964005765855j),(-6.091934107184738-12.377345596829393j),(0.902970366682533+12.592350196522746j),(10.13285869889464-0.30822271100367726j),(-10.471771972341415-0.12187443091647286j),(12.911086876755355-10.529607363930475j),(12.594746274226747+8.269201810482361j),(2.6572738563094065-19.22629416545868j),(26.670391791564178+0.6962883101071586j),(-4.741219190928621-1.3986285318434684j),(18.3781142212094+2.993889405986998j),(-1.4098425209116843+9.697734228963986j)
308,(5+0j),(-211.38161579980311+0j),(87.22645006649364+0j),(4+0j),(3.4723375158279914+7.278956336576336j),(-6.451584019515933-18.593221185075805j),(-5.3307637905416385-14.575868107453891j),(12.784415304218335+13.466040742325244j),(3.6676082189091703-13.66394220592892j),(-1.0975597045968815-6.317900825954856j),(1.862385960442514-17.78051611135391j),(-0.4411512075476447-6.766911237169571j),(3.8239217336392297+3.0188318933798226j),(11.78137862524214+6.521947365207322j),(-13.039520392748425-14.468552053483805j),(0.31572977361729876+12.415107689956423j)
309,(4+0j),(35.36025738279667+0j),(58.155189823581544+0j),(3+0j),(-14.857615129054786+0.57233123903715j),(0.0210050979523347+7.178359857765088j),(0.48635017758315124-8.740360236717564j),(-15.97504793538387+6.3510710861524j),(-8.671388778553773-0.8340537852733586j),(-3.800253389900905-11.843584807312904j),(10.859347061775516+2.8256988420352886j),(-16.337706584966583+3.806539591335208j),(-4.2546826878637845+2.0030506939794854j),(-1.426427773920684-6.544312593345333j),(-10.468417362346845-12.248526376915141j),(-1.8053489660010402+1.6587077134869144j)
310,(3+0j),(-37.33756525602448+0j),(-55.8443427640691+0j),(1+0j),(28.570186647560703-3.901493758822677j),(8.016466291256807+19.586694420562047j),(-4.221913067512843+5.326746045301007j),(10.582751671564266-4.46642361338813j),(3.8803954437636934+0.9784881986970938j),(12.484241748829273+12.185686293458408j),(-12.724295543103409+5.275331219781746j),(9.326818663734107+0.4660678561734655j),(10.582461926071392+19.41754036172714j),(-4.794898643126683+7.343250401509717j),(17.612935940959396+0.5725534363924224j),(-5.778498686331867-3.144749088091474j)
311,(7+0j),(217.2528083697785+0j),(14.674902014648833+0j),(8+0j),(-8.570939648500268-5.273971827678884j),(-6.858348209757951-1.2068503821763086j),(-0.17805413962602182-5.9294212405742295j),(-0.8833798346541204+0.26938819994582547j),(6.720977686135986+10.66271125146125j),(-0.09046312198552368-6.6066663808981465j),(-20.561852865784584+0.09616192132731766j),(-1.4969400381781428+9.175591338610415j),(14.073091562427598+18.141299042411074j),(2.0012353931157882+21.134622313856376j),(11.146059406645444+5.514970644866885j),(5.2062337907550145+6.385454856331247j)
312,(6+0j),(93.73713514621575+0j),(86.07864655631626+0j),(11+0j),(-12.127205802862967+1.210132899624267j),(-9.577941832876963-1.6357462665600473j),(-17.861407696435677-0.9886218380917112j),(-6.530278178738115-1.0971622772968053j),(7.510252971866279+5.877398596456108j),(-5.190080371945919-5.925887587251446j),(2.4961848064704784-10.054054704023578j),(5.188153244690392+12.919763273694914j),(4.9911331785894895-18.907451363938698j),(8.916091374985397+9.63342446181738j),(13.462035162687023-5.360636631788417j),(21.379083031774066+14.526646522873312j)
313,(7+0j),(198.2483917296825+0j),(-59.58352103185336+0j),(4+0j),(1.2227811901757148+7.086408131577823j),(22.890250277899288-7.691068429514568j),(6.924354497075106+1.277838520146331j),(9.0423483454872+10.397548308019974j),(15.277962279707367+6.824279927087699j),(-15.113808184629002-5.022632591106268j),(-9.476678987397078+1.1235006149768807j),(-8.172301598526584+6.243097370509851j),(21.315001397645723+4.132386248352785j),(1.1914335780987104-7.500084897500674j),(-18.39163437064824+6.613423667552842j),(1.9869099666881072+3.5797305902779724j)
314,(7+0j),(63.22957313801901+0j),(143.505276544223+0j),(6+0j),(13.484098327350843-2.575095204314612j),(-5.4182397225426655+8.50061114294961j),(8.400625374526395-11.806930077826836j),(-15.06186063339321-4.873582808442731j),(3.7968709860591203-4.2481186397555j),(2.4756016906425558+3.4422284134704153j),(7.263665690426407+14.332326282557371j),(-0.8832420947512293-9.05669944338355j),(-10.26250770438004-9.179887891110814j),(-8.36597360724096+11.432578693854472j),(-15.32831176726164-4.198586949424168j),(-1.6502558412376847-14.189805827399503j)
315,(5+0j),(69.79120907420621+0j),(-55.08684426619248+0j),(7+0j),(0.4446141829638013-3.2543229441106956j),(-11.969313685571466+7.397581595348132j),(12.189792031388851-3.4049091709406785j),(-8.732871969347741+9.746663902229347j),(-8.809958270519253+0.19897062761387796j),(9.874235090083584+0.1691705961610564j),(9.11066276071598+6.940219887119233j),(-9.85547404821202+3.5807165668461938j),(7.508312403423242+6.618236202810207j),(11.828232147065396+16.432609607334278j),(1.0526806522446683+0.6221643457112612j),(16.41419060600264+10.55707795734099j)
316,(5+0j),(-46.948390162097866+0j),(9.264414425485501+0j),(5+0j),(2.0096183200203237-0.47143002375429155j),(-10.162256992975536+0.6654867384705442j),(6.373994325989614+2.1696218647196286j),(-3.1009669816798913+9.950264206894023j),(-17.677508224666855+15.692073353464398j),(-1.681546189220141-3.3447578364897423j),(10.773823776024159+10.940429421848352j),(3.6311042467948598-26.220719270150465j),(11.57034309896428-4.158681475240876j),(-9.998631277902264-19.169886716541182j),(-12.22197045824105-12.718007164325748j),(-11.686880332534315-8.766828290600586j)
317,(7+0j),(-193.42815484382953+0j),(280.03473936520277+0j),(8+0j),(7.835513717188368+4.440777209540331j),(-10.579744825445228-0.603809617303179j),(1.1850167485087983-8.106066931990442j),(3.701035350026828+2.3002041712281143j),(-1.930067927195587-7.6743209200323985j),(-2.561301032193869-20.615366368190283j),(-11.9091968772517+8.402392865277928j),(-3.1607140866196133+6.273958327679726j),(0.6622151774642191+15.846109103739181j),(14.210023352138496+6.230752834641607j),(8.312199042551939+6.094315216250107j),(4.1787850171023315-2.6264795909634664j)
318,(4+0j),(146.42170168395586+0j),(132.22667485839307+0j),(9+0j),(9.137862153855082-3.3760701065134975j),(-10.632224305291928+8.611120549607367j),(10.486178684698066-15.011845704479619j),(-4.773883986084803+4.7658530614511j),(-9.262052817818661+10.787150839606259j),(4.5399166066570915-5.3179461692099705j),(-2.4786625503777753+5.5240708876259355j),(1.7082503356042864-4.084119927129382j),(-1.843373809808676-5.544831152559273j),(-3.5692037655961344-9.99115389603615j),(-9.30968876611818-20.27397942234459j),(4.737229309742801-0.3676302077003921j)
319,(4+0j),(-29.525259079192303+0j),(13.354132947114703+0j),(6+0j),(-3.5907320836709595+2.792791926411268j),(17.845807594114497+3.897354203433781j),(-5.564634551993509-4.341462863719365j),(-1.70983588301067+5.911991512356154j),(0.06758003702499975+1.7762377259526785j),(9.591215297077845-19.134810790514226j),(8.918322194318616+8.657287598523816j),(0.38245990677469854-8.767492641085395j),(-17.118664751548724-11.337831553257748j),(2.397150102343012-4.566863551982051j),(-10.62865594319814-19.213331418998536j),(10.248261779129738+7.889362742027933j)
320,(4+0j),(69.61519578109846+0j),(-8.142517130237016+0j),(6+0j),(0.5237038020869146-1.369646915280207j),(9.114112314206736+13.13674748929039j),(-1.1099613264106767-4.652572782327745j),(-5.203131609383002-11.79082676645464j),(14.179142785072434-5.703176865851899j),(5.535676303765651+5.581036400707166j),(0.678068375778587-4.7891660997427j),(-8.392998318836915+15.044117089113598j),(-5.770458877098071+1.1750034221022487j),(-14.169831507838648+27.304269029488346j),(-2.7559712784301333+5.1540444390941245j),(22.31036797557988+3.735986689690911j)
321,(7+0j),(-261.51418203876005+0j),(19.17382324917702+0j),(1+0j),(-16.66599351329675+6.8612609311912065j),(1.8036150859897357-3.9898357328061036j),(9.574523571032094-3.056308945197203j),(-18.835143470277988+5.293638154875317j),(-0.22526458143046724-7.948212513946658j),(2.4574352038381155-3.780817704509139j),(-14.05254856954876-8.604887993817744j),(7.986667274720763+20.98215159924431j),(-11.160014226983446-8.010256929515409j),(-3.1960618469094957-12.347762429045893j),(14.643239231416946-7.91187960451147j),(2.6601882242502506+0.8525986779301936j)
322,(5+0j),(-86.7827558546874+0j),(-113.42902680815851+0j),(9+0j),(3.5205638365985834-2.1554054918193915j),(-17.110538153576808+6.621587705783343j),(1.5371656152691673+13.481101350914077j),(-21.286142341370326+4.820129387800308j),(7.725495135057208+0.9319063697408247j),(6.567186206498476-13.700708501760626j),(-5.912614846377972-1.1811064499468544j),(5.599950195708127+1.8673885909964643j),(-12.511455430064451-12.93454124031414j),(-4.762627927242468-5.692560286807636j),(9.502315915453604+12.943822593247647j),(6.984369861865449+5.269027829755903j)
323,(4+0j),(-77.93761588676192+0j),(222.2425421797393+0j),(9+0j),(4.342547021579716+2.2059726697642414j),(-5.788741394653806-9.183286303103507j),(-2.0077869999032028-4.990798174044342j),(-13.653452097044932-12.162105128700576j),(-16.033926599842996-9.108345039951834j),(-19.10997954162411-1.1710212211554376j),(-6.367489760491175+20.345210204497796j),(11.106984805741966-18.146370018839j),(27.259014906787748-1.6817207185834937j),(26.80613546151696-12.9819601198686j),(1.3316240290835752-8.500145251440472j),(-8.190713096241321-6.062203180959323j)
324,(4+0j),(45.35184290570001+0j),(-131.62191411368238+0j),(10+0j),(3.387634199441647-4.5458722958383815j),(13.602575294233965-17.670679236471493j),(-12.180735938962734-1.0358783641845317j),(-2.088991675594304-5.927812047057845j),(1.4869708570217264-10.934603488567296j),(-18.02642003436169-4.336838915093526j),(11.244088717722702-8.240247801104063j),(19.815006139194015+6.980676735548688j),(19.55077715696183+1.9255312896689716j),(8.079511945378176-11.48866415720196j),(-9.895532280338506+11.86075562015996j),(-6.926075681453423-8.386032206944263j)
325,(5+0j),(-117.74074776415355+0j),(43.43415930733078+0j),(8+0j),(8.329395562600165+5.296827588407375j),(2.060222119507583+7.534836142833919j),(-5.029805610186026+8.599469389337568j),(0.34136616250040697+0.6167035624476332j),(-4.142165413011879+10.710897988752365j),(-1.4370790377383065-2.7898084105572374j),(-6.674980485530371-10.393991888163734j),(-8.304450158444933+4.086572779049959j),(5.266693398816934+13.496124790335259j),(16.257044205784478+18.159906435786088j),(11.869576402403252-11.89980215848276j),(9.239075877389627-14.283684094845144j)
326,(6+0j),(157.63900916445652+0j),(188.56188026048474+0j),(4+0j),(-2.087032931622969+0.3395599235508073j),(-8.017898448638624+2.0445766414281574j),(0.8294865993963445-8.314695583054213j),(-1.594940902150484-4.09714978600097j),(4.202961012891616+15.680762063060465j),(4.307927267048736-4.642722991759978j),(13.85431982940431+8.050500711580268j),(10.582593574685013+13.123929302595505j),(12.732807171939209-1.251479390815999j),(16.351609011585097+9.567025310131275j),(7.752805515922687+5.5732002216367444j),(-6.29973920782121-6.842397059547586j)
327,(7+0j),(77.72599769544661+0j),(-21.430116947375595+0j),(10+0j),(-9.813312303026027+13.842542073716038j),(-0.5312975822933683+10.62085514540881j),(-17.224745782971848+10.982472716207774j),(-6.94032179217186-8.119281278283996j),(3.2131800603940386+9.06552659465334j),(-19.562033149480325+11.392583241448904j),(-7.412820071553419+3.7541843804486854j),(-7.224708128975825+1.1384896681699221j),(-0.2720606808111927+8.820667219906255j),(11.797893420634997+17.421992825043027j),(4.908331527904161-0.45878662817134563j),(-16.416033049579863+5.1791632178822065j)
328,(6+0j),(206.90278876596105+0j),(29.353114212767988+0j),(7+0j),(8.328662554082674-3.2037624390521886j),(-12.470306645258633-11.608169212145798j),(6.011060354204277-14.180705723925653j),(8.555135090969587-0.6561575752039286j),(0.9020519106592209+6.211789662272565j),(-4.450959930916999+10.50517186115684j),(-5.682161793373294-4.074941032579184j),(-4.748585921499868+5.43142035491655j),(-12.811636576267617+1.866284040424337j),(9.742499059265436+4.622635729439658j),(-8.703427055073927-6.427855783978225j),(3.570968521699789-5.484753503382712j)
